,rep_date,marketplaceid,cat_id,category_name,parent_ids,parent_names,CategoryId,SubCategoryId,CategoryName,SubCategoryName
2382,4/12/2022 5:45,ATVPDKIKX0DER,2431377011,Clothing Accessories,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2383,4/12/2022 5:45,ATVPDKIKX0DER,2311740011,Electronics,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2384,4/12/2022 5:45,ATVPDKIKX0DER,18882554011,Fabric,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2385,4/12/2022 5:45,ATVPDKIKX0DER,374747011,Footwear,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2386,4/12/2022 5:45,ATVPDKIKX0DER,375518011,Gameday & Tailgating,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2387,4/12/2022 5:45,ATVPDKIKX0DER,5769001011,Golf Store,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2388,4/12/2022 5:45,ATVPDKIKX0DER,374819011,Home & Kitchen,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2389,4/12/2022 5:45,ATVPDKIKX0DER,374916011,Jewelry & Watches,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2390,4/12/2022 5:45,ATVPDKIKX0DER,2309018011,Office Products,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2391,4/12/2022 5:45,ATVPDKIKX0DER,374893011,"Patio, Lawn & Garden",3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
2392,4/12/2022 5:45,ATVPDKIKX0DER,5769002011,Pet Gear,3375301 > 3386071,Sporting Goods > Fan Shop,3375301,3386071,Sporting Goods , Fan Shop
